# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam
Interval_1675	XV	552893	553144	+	252	1	2	13	1	4	13
Interval_1676	XV	558695	558895	+	201	2	1	9	5	1	10
Interval_1677	XV	577875	578526	+	652	4	4	33	4	4	37
Interval_1678	XV	579450	580095	+	646	9	4	21	9	5	23
Interval_1679	XV	584122	584385	+	264	1	2	11	2	2	11
Interval_1680	XV	586103	586752	+	650	7	5	25	7	7	27
Interval_1681	XV	592604	592918	+	315	7	3	13	8	4	16
Interval_1682	XV	605899	606606	+	708	8	5	30	10	5	33
Interval_1683	XV	609073	609354	+	282	3	0	15	4	0	17
Interval_1684	XV	611819	612019	+	201	1	2	11	2	2	12
Interval_1685	XV	618538	619647	+	1110	40	22	84	50	22	94
Interval_1686	XV	631803	632248	+	446	4	8	19	4	8	21
Interval_1687	XV	638644	639700	+	1057	31	18	100	31	18	106
Interval_1688	XV	648530	649300	+	771	9	6	14	9	8	19
Interval_1689	XV	653934	654206	+	273	6	2	14	7	3	16
Interval_1690	XV	656775	657120	+	346	1	2	15	1	2	15
Interval_1691	XV	661846	662273	+	428	2	5	9	3	5	13
Interval_1692	XV	663477	663919	+	443	2	7	12	3	7	13
Interval_1693	XV	670829	671449	+	621	21	13	60	21	13	68
Interval_1694	XV	673757	674034	+	278	5	7	19	5	7	21
Interval_1695	XV	678877	679290	+	414	15	10	42	15	11	45
Interval_1696	XV	682173	683913	+	1741	21	18	64	22	18	73
Interval_1697	XV	689408	689714	+	307	8	3	7	7	3	9
Interval_1698	XV	692155	692410	+	256	0	3	9	1	4	11
Interval_1699	XV	700843	701921	+	1079	4	4	44	5	4	50
Interval_1700	XV	716913	717222	+	310	1	1	13	1	1	11
Interval_1701	XV	721582	721755	+	174	2	0	2	4	0	2
Interval_1702	XV	742157	742813	+	657	17	19	36	18	21	41
Interval_1703	XV	745252	745640	+	389	0	0	13	0	1	11
Interval_1704	XV	755006	755359	+	354	0	3	19	0	3	19
Interval_1705	XV	761490	762701	+	1212	21	21	64	24	21	68
Interval_1706	XV	769698	770600	+	903	25	17	51	27	16	56
Interval_1707	XV	772287	772505	+	219	7	5	12	9	6	14
Interval_1708	XV	779438	780954	+	1517	47	51	84	46	54	96
Interval_1709	XV	781507	781744	+	238	4	3	15	3	3	16
Interval_1710	XV	795354	795575	+	222	1	0	9	1	0	10
Interval_1711	XV	796893	797399	+	507	13	5	43	14	6	52
Interval_1712	XV	813197	813837	+	641	1	1	8	1	1	11
Interval_1713	XV	816922	817176	+	255	2	3	9	5	3	11
Interval_1714	XV	818296	818664	+	369	4	0	14	4	0	17
Interval_1715	XV	825246	826416	+	1171	28	19	64	30	19	74
Interval_1716	XV	831990	832796	+	807	18	22	27	21	26	31
Interval_1717	XV	836528	837355	+	828	26	21	62	31	21	70
Interval_1718	XV	842067	842721	+	655	19	8	21	16	9	22
Interval_1719	XV	860430	861162	+	733	3	4	23	3	4	26
Interval_1720	XV	865974	867172	+	1199	28	27	54	32	33	58
Interval_1721	XV	877755	878286	+	532	26	15	41	31	16	47
Interval_1722	XV	881874	882550	+	677	33	27	66	34	27	73
Interval_1723	XV	891707	892291	+	585	10	6	26	12	6	31
Interval_1724	XV	898593	898998	+	406	0	1	11	0	1	11
Interval_1725	XV	901218	901656	+	439	14	19	34	17	21	39
Interval_1726	XV	903813	904470	+	658	24	26	33	26	25	35
Interval_1727	XV	908530	909187	+	658	32	16	79	29	21	85
Interval_1728	XV	911813	912776	+	964	39	22	56	40	23	61
Interval_1729	XV	915162	915852	+	691	3	4	21	3	5	23
Interval_1730	XV	925287	925503	+	217	3	1	11	6	1	12
Interval_1731	XV	931154	931873	+	720	11	14	43	11	14	48
Interval_1732	XV	943358	943665	+	308	3	3	15	5	4	19
Interval_1733	XV	948466	948704	+	239	2	0	2	4	0	3
Interval_1734	XV	949267	949676	+	410	9	3	14	9	3	15
Interval_1735	XV	965882	966321	+	440	1	7	2	2	8	4
Interval_1736	XV	967964	968642	+	679	15	14	48	16	13	55
Interval_1737	XV	978380	979623	+	1244	86	64	165	103	73	189
Interval_1738	XV	987283	989620	+	2338	128	92	269	146	93	290
Interval_1739	XV	1003138	1004478	+	1341	14	15	35	17	17	37
Interval_1740	XV	1006955	1007155	+	201	1	2	10	1	2	10
Interval_1741	XV	1009623	1010928	+	1306	16	6	36	13	7	41
Interval_1742	XV	1017723	1017923	+	201	0	1	6	0	1	5
Interval_1743	XV	1018774	1019467	+	694	6	6	26	6	6	28
Interval_1744	XV	1025687	1025922	+	236	2	1	12	2	2	11
Interval_1745	XV	1028753	1029009	+	257	3	4	12	3	5	15
Interval_1746	XV	1036569	1036769	+	201	2	1	8	3	1	12
Interval_1747	XV	1039198	1039778	+	581	8	8	37	11	7	38
Interval_1748	XV	1042727	1044626	+	1900	33	16	54	33	19	55
Interval_1749	XV	1049050	1049341	+	292	4	4	12	4	4	17
Interval_1750	XV	1050662	1050999	+	338	7	1	3	7	1	4
Interval_1751	XV	1059044	1059483	+	440	3	4	16	3	6	17
Interval_1752	XV	1060827	1061089	+	263	1	1	5	1	1	8
Interval_1753	XV	1064337	1065012	+	676	13	3	18	11	3	21
Interval_1754	XV	1084240	1084472	+	233	4	6	5	6	11	10
Interval_1755	XVI	6541	6915	+	375	6	4	5	10	8	12
Interval_1756	XVI	14493	14695	+	203	2	2	10	2	2	12
Interval_1757	XVI	22106	22854	+	749	10	14	21	12	16	22
Interval_1758	XVI	24581	24992	+	412	10	3	23	10	3	24
Interval_1759	XVI	29526	30423	+	898	8	10	27	8	10	27
Interval_1760	XVI	40186	40979	+	794	29	20	68	31	23	78
Interval_1761	XVI	52799	52999	+	201	5	1	6	7	1	7
Interval_1762	XVI	55887	56517	+	631	16	15	33	18	22	36
Interval_1763	XVI	66833	67812	+	980	18	14	42	20	15	48
Interval_1764	XVI	74863	75606	+	744	47	41	63	54	45	68
Interval_1765	XVI	76268	76707	+	440	22	20	38	28	22	51
Interval_1766	XVI	82085	82303	+	219	1	1	6	1	1	6
Interval_1767	XVI	88140	88457	+	318	9	4	6	9	4	7
Interval_1768	XVI	95229	95486	+	258	6	8	7	7	9	7
Interval_1769	XVI	96282	97259	+	978	6	4	30	6	5	33
Interval_1770	XVI	98794	100459	+	1666	22	5	44	24	6	46
Interval_1771	XVI	102645	102999	+	355	6	0	4	10	0	4
Interval_1772	XVI	105553	107085	+	1533	29	15	47	29	17	49
Interval_1773	XVI	108285	108686	+	402	14	7	24	13	8	25
Interval_1774	XVI	114225	115117	+	893	19	14	99	20	16	108
Interval_1775	XVI	118078	118382	+	305	4	7	9	4	7	8
Interval_1776	XVI	129744	130178	+	435	3	0	24	3	0	33
Interval_1777	XVI	132194	133097	+	904	17	15	60	17	15	68
Interval_1778	XVI	135527	135776	+	250	1	9	13	4	9	19
Interval_1779	XVI	150454	150654	+	201	1	1	8	1	1	9
Interval_1780	XVI	159567	159935	+	369	2	5	15	4	6	20
Interval_1781	XVI	163676	164056	+	381	4	8	19	4	9	22
Interval_1782	XVI	172690	173155	+	466	9	7	19	9	8	25
Interval_1783	XVI	174408	174876	+	469	2	4	4	2	8	8
Interval_1784	XVI	184374	184630	+	257	0	0	4	1	0	8
Interval_1785	XVI	187938	189115	+	1178	14	9	28	14	9	33
Interval_1786	XVI	195487	195892	+	406	2	0	17	3	1	18
Interval_1787	XVI	198581	198890	+	310	4	0	6	6	0	7
Interval_1788	XVI	202699	203250	+	552	4	8	21	5	9	21
Interval_1789	XVI	204930	205298	+	369	4	1	14	5	1	16
Interval_1790	XVI	207395	207999	+	605	10	5	22	11	5	25
Interval_1791	XVI	214307	215608	+	1302	67	60	146	73	68	162
Interval_1792	XVI	227420	228135	+	716	14	12	33	16	12	39
Interval_1793	XVI	246229	246926	+	698	7	4	24	7	4	23
Interval_1794	XVI	256944	257476	+	533	18	6	33	19	7	35
Interval_1795	XVI	259347	259605	+	259	2	0	13	2	0	15
Interval_1796	XVI	261166	261451	+	286	4	2	15	4	4	18
Interval_1797	XVI	264410	264973	+	564	3	2	29	3	2	33
Interval_1798	XVI	280035	280498	+	464	17	4	29	17	4	31
Interval_1799	XVI	281531	282071	+	541	29	16	50	31	16	52
Interval_1800	XVI	287089	287461	+	373	2	1	14	3	1	17
Interval_1801	XVI	292361	292573	+	213	0	0	10	1	0	11
Interval_1802	XVI	296485	297432	+	948	20	14	59	23	14	61
Interval_1803	XVI	299512	299805	+	294	0	1	15	1	1	15
Interval_1804	XVI	302778	303028	+	251	8	5	8	8	4	8
Interval_1805	XVI	308307	308507	+	201	7	3	6	7	3	8
Interval_1806	XVI	309679	310143	+	465	10	6	21	10	7	25
Interval_1807	XVI	328957	329292	+	336	8	7	5	7	7	8
Interval_1808	XVI	338795	340953	+	2159	60	35	145	66	37	149
Interval_1809	XVI	360066	360264	+	199	3	1	7	3	3	9
Interval_1810	XVI	364787	365097	+	311	4	1	10	3	1	17
Interval_1811	XVI	369224	369659	+	436	1	3	13	3	3	17
Interval_1812	XVI	370482	371024	+	543	8	6	23	9	6	27
Interval_1813	XVI	373292	373492	+	201	2	2	9	2	2	10
Interval_1814	XVI	378367	378896	+	530	20	15	36	20	17	39
Interval_1815	XVI	381202	381656	+	455	8	3	17	8	4	18
Interval_1816	XVI	404186	404688	+	503	16	12	34	17	12	36
Interval_1817	XVI	406113	406642	+	530	20	18	36	23	22	40
Interval_1818	XVI	408782	409179	+	398	6	5	29	8	6	35
Interval_1819	XVI	411569	412180	+	612	10	8	29	11	10	30
Interval_1820	XVI	425083	426192	+	1110	45	35	97	46	36	116
Interval_1821	XVI	431436	432828	+	1393	45	36	159	49	35	171
Interval_1822	XVI	444260	444539	+	280	2	1	13	2	1	15
Interval_1823	XVI	450812	451445	+	634	19	13	47	19	14	53
Interval_1824	XVI	453293	453962	+	670	21	10	52	25	10	62
Interval_1825	XVI	454961	455379	+	419	11	8	42	15	10	46
Interval_1826	XVI	463718	464255	+	538	8	2	19	9	5	20
Interval_1827	XVI	475482	476070	+	589	3	3	12	4	4	13
Interval_1828	XVI	480637	480821	+	185	1	1	3	2	2	6
Interval_1829	XVI	481922	482434	+	513	15	6	24	15	7	26
Interval_1830	XVI	491697	492026	+	330	2	7	22	2	8	19
Interval_1831	XVI	493118	493383	+	266	3	2	13	4	1	12
Interval_1832	XVI	497615	498040	+	426	6	7	39	5	11	43
Interval_1833	XVI	502314	503333	+	1020	39	30	118	48	30	127
Interval_1834	XVI	517154	517994	+	841	6	7	20	6	7	24
Interval_1835	XVI	519829	520708	+	880	17	11	46	19	12	47
Interval_1836	XVI	526667	527476	+	810	6	9	67	6	9	69
Interval_1837	XVI	534628	534915	+	288	3	1	11	3	1	14
Interval_1838	XVI	551772	552232	+	461	2	4	30	2	4	32
Interval_1839	XVI	566809	567212	+	404	6	7	30	6	7	33
Interval_1840	XVI	572247	572705	+	459	10	9	19	11	11	23
Interval_1841	XVI	581437	582201	+	765	16	11	20	17	12	21
Interval_1842	XVI	582859	583131	+	273	3	4	18	3	4	18
Interval_1843	XVI	586024	587551	+	1528	31	24	60	31	27	66
Interval_1844	XVI	588295	588558	+	264	0	1	15	0	1	14
Interval_1845	XVI	591269	591534	+	266	9	4	17	10	6	18
Interval_1846	XVI	593891	594266	+	376	5	3	18	5	3	20
Interval_1847	XVI	608345	608545	+	201	3	1	11	3	1	11
Interval_1848	XVI	614889	615187	+	299	1	1	8	1	0	10
Interval_1849	XVI	619207	620089	+	883	0	2	13	0	2	16
Interval_1850	XVI	622508	623339	+	832	7	3	13	9	3	17
Interval_1851	XVI	626974	627781	+	808	13	6	35	14	6	37
Interval_1852	XVI	641144	641893	+	750	42	36	95	43	38	123
Interval_1853	XVI	644991	645994	+	1004	48	20	126	53	23	140
Interval_1854	XVI	653543	654129	+	587	18	6	29	19	7	34
Interval_1855	XVI	656520	656949	+	430	7	3	12	8	5	15
Interval_1856	XVI	664798	665108	+	311	3	5	13	5	6	16
Interval_1857	XVI	665964	666282	+	319	3	5	15	3	5	17
Interval_1858	XVI	667326	667649	+	324	2	7	7	2	8	10
Interval_1859	XVI	673614	674187	+	574	6	5	11	7	7	13
Interval_1860	XVI	678439	679464	+	1026	39	29	101	43	33	108
Interval_1861	XVI	689506	689902	+	397	15	9	18	16	8	21
Interval_1862	XVI	694681	695560	+	880	20	12	48	22	13	48
Interval_1863	XVI	699988	700436	+	449	16	20	26	17	25	31
Interval_1864	XVI	701300	701469	+	170	6	4	3	8	3	4
Interval_1865	XVI	702170	702369	+	200	2	4	5	2	5	5
Interval_1866	XVI	719442	719714	+	273	6	5	10	5	7	12
Interval_1867	XVI	729645	729845	+	201	5	6	4	7	6	4
Interval_1868	XVI	731779	732276	+	498	9	15	29	10	18	35
Interval_1869	XVI	736881	737212	+	332	0	0	3	0	0	4
Interval_1870	XVI	739689	740126	+	438	5	1	15	7	1	16
Interval_1871	XVI	744035	744502	+	468	6	8	14	9	8	17
Interval_1872	XVI	751981	752334	+	354	9	2	8	9	2	9
Interval_1873	XVI	758404	758690	+	287	1	1	12	1	2	13
Interval_1874	XVI	769099	769299	+	201	5	3	6	6	4	7
Interval_1875	XVI	770621	771116	+	496	15	14	21	18	13	22
Interval_1876	XVI	775352	776076	+	725	16	13	26	19	13	29
Interval_1877	XVI	781771	781971	+	201	7	5	9	7	6	13
Interval_1878	XVI	785633	785941	+	309	5	8	10	7	9	9
Interval_1879	XVI	787614	788144	+	531	1	1	13	1	1	17
Interval_1880	XVI	789568	789967	+	400	5	5	19	5	7	24
Interval_1881	XVI	792331	792599	+	269	7	2	17	7	3	19
Interval_1882	XVI	794524	794976	+	453	22	11	42	26	17	49
Interval_1883	XVI	812545	813098	+	554	15	13	29	15	16	31
Interval_1884	XVI	821592	822734	+	1143	30	23	63	33	25	75
Interval_1885	XVI	828682	829573	+	892	34	24	110	36	27	118
Interval_1886	XVI	834209	834586	+	378	2	2	17	4	4	21
Interval_1887	XVI	840166	841546	+	1381	31	18	62	34	18	64
Interval_1888	XVI	855729	857298	+	1570	32	9	37	42	22	61
Interval_1889	XVI	860277	860890	+	614	18	7	50	20	7	63
Interval_1890	XVI	866520	866727	+	208	6	3	10	7	3	12
Interval_1891	XVI	870068	870568	+	501	11	1	15	10	1	14
Interval_1892	XVI	874718	875107	+	390	6	6	10	6	7	12
Interval_1893	XVI	876707	876976	+	270	2	0	6	1	1	11
Interval_1894	XVI	882862	883429	+	568	13	3	7	13	5	8
Interval_1895	XVI	885495	885695	+	201	0	0	7	0	0	9
Interval_1896	XVI	887745	887973	+	229	1	1	11	2	1	11
Interval_1897	XVI	899854	901978	+	2125	32	16	66	31	15	75
Interval_1898	XVI	919042	919242	+	201	4	1	8	4	1	9
Interval_1899	XVI	920898	921539	+	642	7	4	33	8	4	39
Interval_1900	XVI	927625	928940	+	1316	37	24	62	37	28	65
Interval_1901	XVI	930482	931026	+	545	5	7	14	6	7	16
Interval_1902	XVI	941820	942926	+	1107	13	18	28	22	24	37
